target,0nn,1nn,2nn,3nn,4nn
陳萬乞古厝,汐止老街,富岡老街,湖口老街,淡水紅樓,郭子儀紀念堂_內湖紅樓
員山公園,幸運草地景溜滑梯,古亭河濱公園,大佳河濱公園,敦安公園,貓裏喵親子公園
滬尾藝文休閒園區,曾文水庫風景區,富田香草休閒農場(富田花園農場),雲門劇場,石門水庫,南庄遊客中心
中港大排親水步道,馬武督探索森林(綠光小學),知本圳親水公園,關山親水公園,福德水車公園生態園區,綠川水岸廊道
汪汪地瓜園產業故事館,瓜瓜園地瓜生態故事館,卡司‧蒂菈樂園（金格觀光工廠）,香帥蛋糕芋製所,龍情‧魔幻豆子主題館,青林農場
文山煤礦公車站,和興炭坑,菁桐煤礦紀念公園,菁桐礦業生活館,十分車站,平溪車站
八里十三行文化公園,幸運草地景溜滑梯,大佳河濱公園,樹谷生活科學館,清水岩步道群-十八彎古道、中央嶺造林步道、園區串連步道,登山街60巷歷史場域時空廊道滑梯
王子創意文具國,美雅家具觀光工廠,臺南家具產業博物館,許新旺陶瓷紀念博物館,宏洲磁磚觀光工廠,大補內彈珠汽水觀光工廠
安美得傷口照護產業文化館,台塑生醫健康悠活館,自然接觸保養品亮點體驗園,汎歌保養品科技美學館,國立臺灣大學醫學院附設醫院_西址,台灣不二衛生套知識館
聖瑪莉丹麥麵包莊園,龍情‧魔幻豆子主題館,MAJI集食行樂_圓山花博爭豔館,南僑桃園生活體驗園區,山城美館展演藝廊,阮的肉干產業概念館
連淨綠色科技概念館,銅鑼茶廠,綠光農園,坪之鄉自然生態茶園,天仁茶文化館,遊山茶訪
坪林茶產業文化館,坪林生態園區,坪頂觀光茶園(茶葉推廣中心),茶葉改良場-魚池分場,草坪頭玉山茶園,坪林老街
香帥蛋糕芋製所,卡司‧蒂菈樂園（金格觀光工廠）,亞典蛋糕密碼館,龍情‧魔幻豆子主題館,手信坊創意和菓子文化館,汪汪地瓜園產業故事館
白雲派出所,小白宮(新北市立淡水古蹟博物館),原臺灣府城東門段城垣殘蹟,古笨港縣丞署,陳清吉洋樓,陳萬乞古厝
新旺集瓷,許新旺陶瓷紀念博物館,新北市立鶯歌陶瓷博物館,彙古陶邑,鶯歌陶趣家馬賽克DIY工坊,澀水窯
三空泉登山步道,八連溪休閒步道,三貂嶺瀑布步道,布拉旦風景區(三棧),卑南上圳,南寮福德宮
陽明山天籟渡假酒店,安通溫泉,國姓北港溪溫泉,安通溫泉區,清水那方豪華露營區,陽明山國家公園
泰山森林書屋,原住民文化主題公園,紀州庵文學森林,喜樂發發森林公園,馬武督探索森林(綠光小學),苗栗縣泰雅原住民文化產業區
中山溫泉公園,寶來花賞公園,桐花公園,興隆公園,銅鑼炮仗花海公園,安通溫泉區
卡滋爆米花,MAJI集食行樂_圓山花博爭豔館,琉傳天下琉星花園,南僑桃園生活體驗園區,關山米國學校,新社商圈
高家繡球花田-第三園區,北投社三層崎公園,蘭科植物園,桐花公園,青青草原,臺北典藏植物園_天使館
牡丹老街,牡丹車站,十分車站,小粗坑古道,十分老街,鶯歌車站
公司田溪自行車道,海口港,中角沙珠灣,八里左岸自行車道,華源海灣,淡水渡船頭
螃蟹主題公園,龜吼漁港,竹灣螃蟹博物館,澳底海鮮街,富基漁港,布袋海上巴士
野柳保安宮,太聖宮,淡水福佑宮,天后宮,三寮灣東隆宮,金板境天后宮
猴硐壺穴,大華壺穴,猴洞坑瀑布,三個磅空自行車道,三貂嶺車站,水濂洞步道
瑞猴自行車道,運煤橋,三貂嶺隧道自行車道,猴硐,猴硐壺穴,瑞芳火車站
磺清大橋,蓮城蓮花園,蓮花公園,蓮花世界,蓮潭,九品蓮花生態教育園區
磺港公共浴室(黃金之湯),金崙溫泉風景區,瑞穗、紅葉地區溫泉,東埔溫泉,綠島朝日溫泉,安通溫泉
柚花香道,鶴岡遊客中心,泰源幽谷,豐山生態園區,陽光綠堤休閒農場,富興森林小火車
新北市衝浪運動教育園區,中角灣衝浪運動園區,日月潭特色遊學中心(歐都納戶外山野勇氣館),金山青年活動中心,古亭河濱公園,新新公園
三貂嶺隧道自行車道,舊草嶺隧道,舊山線鐵道自行車,十分車站,清水岩步道群-十八彎古道、中央嶺造林步道、園區串連步道,桃源里森林步道
和美漁港,中柱港,基翬漁港,三仙台風景區,鯉灣遊憩區,加母子灣
中角灣衝浪運動園區,新北市衝浪運動教育園區,金山青年活動中心,日月潭特色遊學中心(歐都納戶外山野勇氣館),龍洞灣海洋公園,北濱公園
橫山梯田,橫山梯田,太平山國家森林遊樂區,白馬亭,三灣梨鄉休閒農業區,關子嶺大凍山步道&雞籠山
鶯歌陶趣家馬賽克DIY工坊,許新旺陶瓷紀念博物館,彙古陶邑,新旺集瓷,板陶窯交趾剪黏工藝園區,新港三朵花的動人故事
猴硐,運煤橋,和興炭坑,菁桐煤礦紀念公園,菁桐礦業生活館,瑞三礦業整煤廠
金瓜寮溪自行車道,金色水岸自行車道,鯉魚潭遊客中心,銅鑼天空自行車道,金包里古道,隘寮河堤車道
臺華窯,金門縣陶瓷廠,許新旺陶瓷紀念博物館,台灣工藝之家-石藝巧雕工坊,台灣工藝之家-柯錦中(聖興西佛國),彙古陶邑
四腳亭砲台,臺灣府城巽方砲臺(巽方靖鎮),大武崙砲台,彰化城與八卦山砲台,安平小砲臺,松子腳砲臺遺址
觀音巖警報鐘亭,椰子防空壕,蓋淡坑遺址,霧鹿砲台,鐵堡..,金城民防坑道
敢部隊指揮部碉堡遺址(文史影像公園),龍門閉鎖陣地,林投公園,大漢據點,1895乙未保台紀念公園,裡正角日軍上陸紀念碑
松子腳砲臺遺址,大武崙砲台,東昌營區,八二三戰役勝利紀念碑,西台餌砲（外垵餌砲）,龍門閉鎖陣地
鹽寮抗日紀念碑,臺南鹽田永鎮宮,裡正角日軍上陸紀念碑,貞愛親王殿下登陸紀念碑,西園鹽場,林投日軍上陸紀念碑
迪毅堂,天文宮,金板境天后宮,接雲寺,板橋慈惠宮,士林慈諴宮
燦光寮古道,鳶山登山步道,半天岩,陽明公園,獅公髻尾山登山步道,十八羅漢山風景區
鎮南宮,半天岩,縣定古蹟紫雲寺,山尖路步道,掃叭石柱,水濂洞步道
白雞行修宮,樟山寺,白馬亭,寶來妙通寺,法鼓山,雙慈殿
烏來覽勝大橋,烏來吊橋,跨虹吊橋,內葉翅吊橋,映霞橋亭,石鼓盤觀光大橋
四分尾山,天台山,埡口,里龍山步道,南子吝步道,關原雲海
大香山,獅頭山登山步道,獅公髻尾山登山步道,直潭山登山步道,十八尖山,大棟山
漳和濕地,大安水蓑衣生態教育園區,新良人工濕地,穎達生態休閒農場,大潭濕地,官田水雉生態教育園區
國旗嶺,旗山天后宮,旗後礮臺（旗后砲台）,安通越嶺道西段步道,旗山老街,燦光寮古道
南勢崗公園,淺水灣海濱公園,半天寮好望角,華源海灣,鼻頭角步道,南方澳觀景台
汐止金龍湖環湖步道,榮湖,新湖漁港,金龍山北峰寺,莒光湖風景區,龍昇湖
金龍山北峰寺,忠烈祠,延平郡王祠,湖山岩大佛寺／佛教藝術園區,淡水龍山寺,蓮花寺
內溝山 翠湖步道,菁桐煤礦紀念公園,和興炭坑,菁桐古道,蓋淡坑遺址,碧湖步道
錦和運動公園,陽光運動園區,古亭河濱公園,龍井堤防自行車道,江子翠河口景觀河濱公園,樂活公園
觀音山遊客中心,古奇峰文物館,芝山文化生態綠園_芝山岩展示館,臺中市忠烈祠,四草大眾廟,中台世界博物館
馬偕紀念館,滬尾馬偕醫館,台灣基督長老教會大稻埕教會,白馬寺,太聖宮,太平境馬雅各紀念教會
野柳海洋世界,成功海洋環境教室,加母子灣,石門長濱自行車道,東澳灣.粉鳥林漁港,龍洞四季灣
土城媽祖田運動公園,山線自行車道(專用道路段),竹東河濱公園,八堡圳綠色廊道,翠華路自行車天橋,嘉義市環市自行車道
碧華寺,開山院,蘆竹五福宮,昭應宮,縣定古蹟紫雲寺,太平宮
八里左岸公園,八里左岸自行車道,芝蘭公園(芝蘭觀景平台),左岸劇場,龍洞四季灣,北濱公園
八里渡船頭公園,大佳河濱公園,八里商港公園,貓裏喵親子公園,幸運草地景溜滑梯,萊萊地質區
八里商港公園,貓裏喵親子公園,大佳河濱公園,八里渡船頭公園,湖山六號公園,921震災紀念公園
浮洲遊戲場,江子翠河口景觀河濱公園,大佳河濱公園,古亭河濱公園,成美右岸河濱公園,愛河自行車道
下罟子漁港,深澳漁港,將軍漁港,淡水渡船頭,旗津觀光漁港,中寮漁港
宏匯廣場,新莊體育園區,新莊晶冠廣場,中正公園,新板特區,新北市市民廣場
新莊晶冠廣場,新莊體育園區,新板特區,宏匯廣場,新北市市民廣場,板橋後站商圈(府中商圈)
板樹體育館,港坪運動公園,國立臺灣體育運動大學體育場館,榮星花園公園,烏來林業生活館,湳仔溝鐵馬驛站
新莊青年公園(牡丹心生態公園),二叭子植物園,福州山公園,藤枝國家森林遊樂區,內雙溪自然中心,萬豐環山步道
國家電影及視聽文化中心,沙鹿電影藝術館,臺中市美術家資料館,SPOT光點台北電影館,桃園光影文化館(光影二館),臺南市南門電影書院(原台南放送局)
湧蓮寺,湧蓮寺,清覺寺,青蓮寺,法華寺,縣定古蹟紫雲寺
汐止星際遊戲場,臺北市立兒童新樂園,南濱公園,貓裏喵親子公園,天母夢想樂園,綺麗觀光園區
新莊體育園區,臺東縣立體育場,臺中市洲際棒球場,臺南高爾夫球場,嘉南高爾夫球場,陽光運動園區
願景館,小白宮(新北市立淡水古蹟博物館),水湳洞遊客中心_山城美館,大湳圖書館,淡水海關碼頭園區,二二八國家紀念館
塭仔底溼地公園,臺北自來水園區,新良人工濕地,新新公園,古亭河濱公園,新都生態公園
水牛坑(水牛坑越野場地),牛將軍廟,北港牛墟,牛角聚落,老牛的家,牛山海岸水璉濕地
水碓觀景公園,桐花公園,明池森林遊樂區,中興大學新化林場,青桐林生態園區,富源森林遊樂區
龍泉溪系步道,菁桐古道,挑水古道,樟山寺,綠色隧道,富興步道
二格山系步道,崁頭山步道,關子嶺大凍山步道&雞籠山,觀音山及鳳凰山登山步道,力里登山步道,萬里長城登山步道
菁桐古道,平溪車站,挑水古道,瑞太古道,大禹嶺,安通越嶺道西段步道
大崎嶺登山步道,碧山古道,埋伏坪登山步道,豎井步道,菁桐古道,大漢溪自行車道
光明山稜線,青桐林生態園區,關子嶺大凍山步道&雞籠山,鳳凰山農場,藤山步道,百吉林蔭步道
HA SOCK襪子娃娃專賣店,樂活襪之鄉博物館,樂活觀光襪廠,襪子王觀光工廠,泰山娃娃產業文化館,吳福洋襪子故事館
猴硐遊客中心,鼓山公園,瑞井手作步道,萬豐環山步道,福林公園,岡山公園
Top City臺中大遠百,鵬灣跨海大橋,高雄港,空中的雨林-R17世運站,長榮海事博物館,台灣設計館
白冷圳紀念公園,中和瑞穗配水池,勝興車站,大平橋,御成路古道,高雄燈塔(旗津旗后燈塔)
梧棲港觀光漁市,大武漁港,澳底漁港,富山漁業資源保育區,前鎮漁港,東港魚市場
臺中市中山堂,圓滿戶外劇場,中正公園,國立中正紀念堂,國家兩廳院,臺灣戲曲中心
中正露營區,秘花園休閒露營區,綠島紫坪露營區,碧山露營場,五寮尖登山步道,草嶺登山步道及楓仔林登山步道
中華夜市,三和夜市,廟東夜市,寧夏觀光夜市,永康街區,新莊廟街夜市
逢甲夜市_逢甲商圈,公館商圈,新化老街,繼光街商圈,興南夜市,中華夜市
臺中火車站ˍ舊站,綠空鐵道1908,臺東舊鐵道路廊,賓朗(檳榔)舊火車站,新竹驛(新竹火車站),東勢客家文化園區
高美濕地_高美野生動物保護區,好美寮自然生態保護區,石門長濱自行車道,菜園濕地,青螺濕地,青螺沙灘
后里馬場,禮納里遊客中心,臺灣客家文化館,榮星花園公園,圓滿戶外劇場,站前地下街_K區誠品地下街
臺中市第二市場,三和夜市,廟東夜市,中華夜市,廣州街觀光夜市,饒河街觀光夜市
東協廣場,繼光街商圈,捷運中山站街區_心中山線形公園,新北市市民廣場,河樂廣場(原中國城),站前地下街_K區誠品地下街
東海大學_路思義教堂,禮納里部落,墾丁青年活動中心,佛光大學校園,馬武督探索森林(綠光小學),和南寺
葫蘆墩文化中心,臺北市藝文推廣處_城市舞台,臺灣戲曲中心,新北市藝文中心,苗北藝文中心,梅嶺美術館
林氏貞孝坊,欽旌節牌坊,瓊林一門三節坊,不老居休閒農園,張氏節孝坊,蕭氏節孝坊
東勢客家文化園區,臺中火車站ˍ舊站,綠空鐵道1908,臺東美術館,台南文化創意產業園區,三地門文化館
情人木橋,石門水庫,關山親水公園,東山服務區,福林公園,大佳河濱公園
紫雲巖,縣定古蹟紫雲寺,大甲鎮瀾宮,內埔天后宮,旗津天后宮,宗聖公祠
后里環保公園,碧園,遼寧公園,臺北典藏植物園_天使館,中都愛河濕地公園,南港公園
湖水岸藝術街坊,石城服務區,東海藝術街商圈,沙湖壢藝術村,永康街區,加路蘭
忠孝夜市,臨江街觀光夜市,饒河街觀光夜市,大龍街夜市,三和夜市,中華夜市
臺中市忠烈祠,宗聖公祠,旗津天后宮,紫雲巖,大甲鎮瀾宮,縣定古蹟紫雲寺
東光園道,福興南和自行車道,新屋綠色走廊,萬豐環山步道,雙溪生活水岸自行車道,山線自行車道(專用道路段)
東豐自行車綠廊,十分車站,嶺腳車站,瑞芳火車站,甲后自行車道,勝興車站
台中南天宮-關帝聖君,谷關大道院,慈和宮,臺灣天壇,大甲萬龍宮,大內石仔瀨天后宮
國立臺灣體育運動大學體育場館,榮星花園公園,港坪運動公園,臺東縣立體育場,板樹體育館,臺中火車站ˍ舊站
豐樂雕塑公園,中正公園,臺東美術館,南部科學園區,台南都會公園,大湖公園
望高寮,佛光大學校園,陽明山夜景,燦光寮古道,東華大學,鳶山登山步道
臺中市洲際棒球場,棒球名人堂,立德棒球場,虎‧棒‧水泉,紅葉少棒紀念館,天母運動場區_棒球場
天津成衣街,鹿寮成衣商圈,艋舺服飾商圈,五分埔-成衣街,襪子王觀光工廠,東昇行
台中城隍廟,天后宮,平鎮褒忠祠(義民廟),都城隍廟,蘇澳晉安宮(張公廟),文興宮
新光三越百貨公司_台中中港店,國家電影及視聽文化中心,滬尾藝文休閒園區,桃園新光影城,卡地布文化園區,臺中市美術家資料館
萬春宮,馬公北甲北辰宮,三疊溪天臺殿,慶誠宮,天后宮,豐原慈濟宮
金華山媽祖文物館,(停業中)就是愛荔枝樂園,臺中市原住民綜合服務中心,敦安公園,霧峰林家花園林獻堂博物館,卡地布文化園區
中社觀光花市,慈音休閒農莊,鬍鬚梅園文物館,番婆林觀光花園,梅山公園,楓樹湖
昇和香菇農園,亞力山大蝴蝶生態教育農場,鹿寮坑段木香菇農場,木生昆蟲博物館,西瓜莊園文化教育園區,獨角仙農場
酒桶山農場,頭城農場,澄霖味道森林館,三灣梨鄉休閒農業區,華山休閒農業區,大坑休閒農場
繼光街商圈,東協廣場,捷運中山站街區_心中山線形公園,新化老街,東三水街市場_新富市場,新北市市民廣場
中友百貨,養樂多工廠,大魯閣新時代,臺南家具產業博物館,巴克禮公園,A8藝文中心
寶覺寺,縣定古蹟紫雲寺,中台世界博物館,靈嚴寺,紫雲巖,法華寺
日南車站,賓朗(檳榔)舊火車站,山里火車站,綠空鐵道1908,臺中火車站ˍ舊站,高鐵臺中站
大安溪鐵橋ˍ花樑鐵橋,嶺腳車站,十分車站,靜安吊橋,月眉吊橋,龍騰斷橋、南斷橋
成功車站,勝興陶坊(原十六份文化館),菁桐鐵道故事館,山里火車站,十分車站,林鳳營車站
昌平路皮鞋街,沅陵商店街_鞋子街,新化老街,同興老街,繼光街商圈,文昌街_家具街
張廖家廟,陳中和紀念館,後浦陳氏祠堂,臺中市忠烈祠,旗津天后宮,茅仔埔青錢第
大坑2號步道,大坑4號步道,大坑3號步道,大坑8號步道,大坑5號及5-1號步道,大坑10號步道
大坑3號步道,大坑4號步道,大坑2號步道,大坑8號步道,大坑10號步道,大坑6號步道
大坑4號步道,大坑3號步道,大坑8號步道,大坑2號步道,大坑6號步道,大坑5號及5-1號步道
